Timestamp,Battery_Voltage_V,Temperature_C,Current_Draw_A,Power_W,Is_Anomaly,Anomaly_Type
2026-06-27 11:37:07.443510,27.735801221662697,20.114637704793804,2.998133948488282,83.15564723118969,0,Normal
2026-06-27 11:37:08.443510,27.36546141250346,20.224824045549713,3.0066639410589087,82.27874605941314,0,Normal
2026-06-27 11:37:09.443510,27.945719047648037,20.293691843653658,2.974876700190732,83.13506846492449,0,Normal
2026-06-27 11:37:10.443510,27.654946302362525,20.30339256674143,3.1505423048868697,87.12807826496784,0,Normal
2026-06-27 11:37:11.443510,27.461775660458272,20.381470499302655,3.042172768895759,83.5434660997705,0,Normal
2026-06-27 11:37:12.443510,27.33969980243928,20.401384323406457,3.0530638107337063,83.46984806315082,0,Normal
2026-06-27 11:37:13.443510,27.43206316477387,20.498011384360144,3.032918391766641,83.19920889654688,0,Normal
2026-06-27 11:37:14.443510,27.56657829256679,20.489711411997817,3.033881154678161,83.63372238077845,0,Normal
2026-06-27 11:37:15.443510,27.468952009501688,20.538487547395313,3.0853787126828633,84.75211978982367,0,Normal
2026-06-27 11:37:16.443510,27.500962495523126,20.50457706471028,3.01719053321672,82.97564369584043,0,Normal
2026-06-27 11:37:17.443510,27.452916104277445,20.57464233868127,3.0294131199775687,83.16622422794157,0,Normal
2026-06-27 11:37:18.443510,27.423963762524192,20.622283918535995,3.086641247411822,84.64793771693427,0,Normal
2026-06-27 11:37:19.443510,27.837109353019443,20.612128881709605,3.1400279530935995,87.40930150180434,0,Normal
2026-06-27 11:37:20.443510,27.44660194594693,20.687016898067334,2.9944574153404333,82.18768072293796,0,Normal
2026-06-27 11:37:21.443510,27.649714831254556,20.733808891644333,2.940765736126084,81.3113339894106,0,Normal
2026-06-27 11:37:22.443510,27.47558870959696,20.80402876359099,2.9810128324858307,81.90508252341134,0,Normal
2026-06-27 11:37:23.443510,27.177689857578855,20.892639554975563,3.112477747685416,84.5899549152098,0,Normal
2026-06-27 11:37:24.443510,27.37145618502208,20.97641466357647,3.1383600319712217,85.90148410792479,0,Normal
2026-06-27 11:37:25.443510,28.18446641915538,21.096854644378297,3.1183988756296555,87.89040839171592,0,Normal
2026-06-27 11:37:26.443510,27.07040254035808,21.144567105143608,3.1512532022016195,85.30569269019026,0,Normal
2026-06-27 11:37:27.443510,27.792296231768827,21.139466161582973,3.1399134472065966,87.26540466688016,0,Normal
2026-06-27 11:37:28.443510,27.30553176400939,21.23087871966152,3.073595812911211,83.92616809917334,0,Normal
2026-06-27 11:37:29.443510,27.333366955807058,21.225169390200744,3.0958803636545316,84.62083403104671,0,Normal
2026-06-27 11:37:30.443510,27.685819720855196,21.21666455366736,3.0267280541931276,83.79744725244576,0,Normal
2026-06-27 11:37:31.443510,27.651644904955976,21.12177639022722,2.963869011112875,81.95585344009623,0,Normal
2026-06-27 11:37:32.443510,27.502552430134735,21.252855823249945,3.0375043752745983,83.5391233377533,0,Normal
2026-06-27 11:37:33.443510,27.51708334911486,21.349455778763108,3.063048814762915,84.28616953823861,0,Normal
2026-06-27 11:37:34.443510,27.369260636328615,21.310510012828793,2.977415540935439,81.48966196251737,0,Normal
2026-06-27 11:37:35.443510,27.530377797235065,21.25992243824696,3.049132049244067,83.94375726934672,0,Normal
2026-06-27 11:37:36.443510,27.788545804466796,21.212125763959566,3.11926935919754,86.67995946453063,0,Normal
2026-06-27 11:37:37.443510,27.416212604249218,21.144946667405694,3.12592220387978,85.7009477259113,0,Normal
